Tweet,Match,Polarity 
rt @naomirwolf: alabama passes bill to ban ‘vaccine passports’! that’s five confirmed states to have done so. please support the five freed…,['support'],positive
rt @sarahelder: i took a birth control pill for over a decade because our patriarchal society has decided women primarily bear the brunt of…,[],neutral
ashamed to live in a country that is blocking wider vaccine production! #notinmyname ,['ashamed'],negative
@swamy39 covid wave will keep on repeating this way evry year until and unless majority of the population is vaccin… ,[],neutral
"rt @golnarm: new: iran signs contract with russia, involving the rdif, to import 60 million doses of the sputnik v vaccine, enough to cover…",['enough'],positive
rt @drivingmemadi: g6 chemical has been found in the covid vaccine. side effects include gettin slizzard,[],neutral
over 13.6 million covid-19 vaccine doses administered in africa ,[],neutral
"rt @menakadoshi: serum institute needs rs 3,000 crore to add vaccine capacity.there's an easy fix to this if the govt won't help (though…",['easy'],positive
"@marlastromberg @hanjade87 @jvardon @tomhfh sorry but i'm afraid you've quoted me out of context, maybe i wasn't cl… ","['sorry', 'afraid']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@coach31b @xflnewshub we’ve already gone thru that already in 1916 (ironically no grey cup that year either due to… ,[],neutral
"@virtualaxiom i’ve gotten the flu for sure at least twice in my life. a couple days stunk, then i was back on my fe… ",[],neutral
"@ofissiaushu @ge_flu as vezes eu acho que essa página n é do fluminense, é cada informação, viu kkkkkkk",[],neutral
"@notpt0kes we gonna vax up for a 1/1,000,000 chance somebody dies from this virus? because man i got some bad news… ","['dies', 'bad']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
"rt @just4funsa: spent two nights up with the man flu coughing,  of course i am checking for abs...",[],neutral
"rt @news24: the agriculture, land reform and rural development department confirmed on tuesday that 300 birds had died of avian flu at a co…","['reform', 'died']",neutral
@fatemperor it's the comparison with bad flu........ care to make a scientific comparison?,['bad'],negative
rt @kambojsuraj857: oh uk🇬🇧?but why not @scottmorrisonmp following @borisjohnsonuk govt just stated that's corona is just only a common…,[],neutral
@revpdh @darciemacemaass @deirdrethompson @jamesmelville sad news. but could contracting flu have had the same outc… ,['sad'],negative
what’s up tho lmao why the celebs weren’t promoting the flu shot like this tho? ,['like'],positive
@persisterer @matthewamiller i think it is pathetic.it also shows how irrational fearful you are of something that… ,"['irrational', 'fearful']",negative
"rt @jhnhellstrom: health experts say preventive measures for covid-19 such as masks, social distancing, working from home and closing schoo…",[],neutral
"@nichraes @berniespofforth the main issue is, that with exception of flu, these these generally don’t kill people.… ","['issue', 'kill']",negative
@sassychickie it’s the new strain of flu.,['strain'],negative
when people tell me if ima get vaccinated i tell them ive never had the flu shot. fuck outta here,['fuck'],negative
flu de olho no duelo entre junior barranquilla-col e bolívar-bol - clique para ver também ☛   ,['clique'],negative
@apexworldnews in no way am i defending jt but 3rd wave &amp; 3rd lockdown are 2 different things? isn’t there always g… ,[],neutral
@hailstate_co @ajnnaptown @title_bu @outkick in april 2020 cv was supposedly 300x more deadly than the flu. now it’… ,['deadly'],negative
"rt @shooobz: lmaooo folks really got on here like ""i have never of a flu vaccine. i've heard about a flu shot. think about that, sheep!""h…",['like'],positive
@felipe_siqueira esquece o fluminense! quem foi eliminado foi o grêmio! fale dele! fale só do grêmio! quer falar do… ,[],neutral
"@cooperlogic_ would probably explain why i often get the flu even with the flu shot. but, highly uninterested in he… ",[],neutral
feb 2020 “it’s also more deadly than even your strenuous flu... this is deadly stuff” [trump in a private interview… ,"['deadly', 'strenuous']",negative
@likeuson @anshul__k it’s the flu re-classified. it’s that obvious.,[],neutral
new available appointments detected!provider: walmartlocation:walmart pflugerville supercenter1548 fm 685pflug… ,['available'],positive
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@respond2racism &amp; then never use spanish flu too bloody hypocritical wokes #wuhanvirus,"['bloody', 'hypocritical']",negative
after flu vaccine...??? ,[],neutral
@melanieblakeuk i would say not yet. right now the priority is getting it out to as many people as possible. in the… ,['right'],positive
"obat flu demam yg ampuh tuh apaya, udah dikasi obat alergi gue jg gamempan, dikasih paracetamol jugak aaaaaa sksuakajs ni kenapaaa",[],neutral
@rockytopotaku *flu not fly,[],neutral
i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i… ,['love'],positive
"@cheersdwayne got 1st yesterday--sore arm, &amp; that's it so far. i've heard exhaustion, too, but i'm not feeling it.… ",[],neutral
after vaccination: real world results. freedom from worry as the vaccines are better than flu vaccines. only 20% of… ,"['freedom', 'worry', 'better']",positive
sadly said on radio “the unemployment rate is still so high” yeah because people make more money to stay home than… ,['sadly'],negative
@dl_pannell vaccines that do not stop transmission or infection are doing what to stop hospital admissions?  they d… ,['infection'],negative
rt @universityofga: #committo fighting the flu: the @nih has awarded uga a contract to establish the center for influenza disease and emerg…,['awarded'],positive
@traversymedia @rickgladwin @prasoonpratham i had bad flu symptoms for about six hours. which makes sense if it’s m… ,"['bad', 'symptoms']",negative
"rt @jamescranworth: we are going to get a covid wave every winter now, as they have successfully branded seasonal flu as covid -and they…",['successfully'],positive
@anthonyonguitar @schifflz @bamreano @alexnotander_ studies also say that the flu shot isn’t deadly. that didn’t wo… ,[],neutral
@jimcramer sad part is they are doing the same thing with covid deaths. if you die they test you and if u have covi… ,"['sad', 'die']",negative
rt @jhonyffc: 2 times que não liberaram jogador pro fluminense foram eliminados de uma competição.outro time que também não liberou jogad…,[],neutral
"rt @hepatitismag: #hepbasics be sure you are up to date on all #immunizations. in addition to the recommended vaccines for adults, flu shot…",['recommended'],positive
"@maryryder013 @stockwell_day ""until there is something that kills off this killer..."" i wouldn't call a virus a ""ki… ","['kills', 'virus']",negative
"@matthewamiller i got mine, but only because i have asthma. euphoria isn’t exactly what i felt from getting an amped up flu shot.",['euphoria'],positive
@jamesstrange716 i hope it continues post pandemic during flu season and whatnot. i’m here for it haha 🤷🏿‍♂️,[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
flu faz isso comigo desde 2012 ,[],neutral
@nataliegum1 @chrisssalazar83 @piscesrach6 @weatherjunkie85 @starfleet1983 @justadreamof @velmawarner19 @anihelen… ,[],neutral
@monawrldcitizen @jmclennan8 ,[],neutral
rt @johnsteppling: why are people announcing they got vaccinated? i mean if you want a shot for this virus ...allegedly....fine. do it. get…,['virus'],negative
@novamoose @scott_riemen @evelewi65296271 @repthomasmassie i've had the actual flu twice in my life and i'm 48.i d… ,[],neutral
kirpiğime bakım yağı sürdüm her yer flu ben elendim dostlar,[],neutral
rt @jstor_daily: the 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,[],neutral
@danbalitewicz @bioturbonick @notdred @qjurecic we’re above the flu % already for 18+ with one dose. i’m hopeful,['hopeful'],positive
"@cruzeiro @luix_7 roubando as paradas do flu, aí é foda hem",[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
rt @absteward: moderna announces clinical progress from its leading mrna vaccines1st interim analysis of p. 1 rsv vaccine candidateinteri…,"['progress', 'leading']",positive
rt @dkthomp: it's quite possible that almost all respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,[],neutral
"@macedonian069 @eunlinda many ppl have reactions from their flu short, but it is a sign that the vaccine is doing i… ",[],neutral
"@badcovid19takes if it killed less americans than the flu, that would make them not look like fools. it would have… ","['killed', 'like']",neutral
"learn from it @myogioffice @myogiadityanath @narendramodi #wea""wear a mask, or go to jail"" (1918 spanish flu). cour… ",[],neutral
@_flu_s ない！！！！,[],neutral
"@nancyhaven @realsb4feelings @dontbetyet no it doesn't. if the figures are correct, 25% of 127k is 31,750 leaving 9… ",[],neutral
"get in touch! assay development scientist – flu immunology, from £35000 - to £55000 - #jobhaywardsheath. ",[],neutral
"rt @dreahumphrey: will we go into a tyrannical lockdown until cases drop from our flu season ending, so our pho can say “see, we told you o…",['tyrannical'],negative
rt @roberteritz: fun fact. a friend has suspicious symptoms (flu like) resembling covid. after calling 119 (covid hotline for mongolia) we…,"['fun', 'suspicious', 'symptoms']",negative
"@news24 @nickymccain china city? how boring. what about kung flu dojo, covid central, slant eye alley or dog meat town",[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@musicbyscott @hopestill17 regardless if true (which i believe is) is a great explainer for the most simple minded… ,['great'],positive
"rt @kavitapmd: incredible news for @moderna_tx on heels of covid-19 vax success- filing for full approval with fda soon, phase 1 for rsv va…","['incredible', 'approval']",positive
이거 윤도운 ,[],neutral
rt @dkthomp: it's quite possible that almost all respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,[],neutral
@rockytopotaku this is honestly why i just stopped getting fly shots in general. last one i got was in 2014 and i g… ,[],neutral
@maj_gautamvijay @iamgmishra yes coz bat virus and fish market virus from wuhan enter human body that we call coron… ,['virus'],negative
"rt @albertaleonidas: with no flu in alberta anymore, if you were sick in past year, it had to have been covid and you are now immune.i do…",['sick'],negative
"@ambergambler_ nope, it's fine. i think a lot of it is in people's minds because they are expecting it. husband and… ",[],neutral
rt @canarm2011: makes me wonder what canada would be like in a real national crisis. never mind the zombie apocalypse we're at war over a b…,"['wonder', 'like', 'zombie', 'apocalypse']",neutral
rt @adinski: @grahamcracka07 @habdomination @paulmitchell_ab how many flu cases do not get reported year after year? i never went to the do…,[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
"rt @carlosbolsonaro: hoje existem aparelhos tecnológicos capazes de recuperar mensagens apagadas, conforme todos estamos vendo. mas os celu…",[],neutral
@nfl quit making everything about stupid covid.....it’s the flu gosh!,['stupid'],negative
the use of patient access for professionals enabled the green light pharmacy group to grow the number of flu jabs g… ,['patient'],positive
we barely had a flu season because ofsocial distancingandmasksthank u,[],neutral
people have been saying “you might have some flu-like symptoms for a day or so” about the effects of the pfizer vac… ,['symptoms'],negative
new available appointments detected!provider: walmartlocation:walmart san antonio supercenter12639 blanco rdsa… ,['available'],positive
"@lachynadoll113 yea, i ain’t even gon lie, it’s like a flu swab. but it’s over quick.",['like'],positive
so my brother experienced mild flu with corona. the kid now thinks corona is not that serious...🤦🏽‍♀️,[],neutral
@khaneliegohar allah sehet derka... take rest and precautions... sometimes this new strain doesn’t show in pcr plus… ,['strain'],negative
"rt @tintu_indragiri: @ginnianeja11 ginniji, the most imp thing is ,we can only see one thing that is spreading faster than the flu, it's ""f…",['faster'],positive
"rt @kavitapmd: incredible news for @moderna_tx on heels of covid-19 vax success- filing for full approval with fda soon, phase 1 for rsv va…","['incredible', 'approval']",positive
dari seminggu lalu makan banyak. minggu lalu “oh gaapa kan tumben michael dateng ke bali” trus pas mike udah pulang… ,[],neutral
@laurarbelin @lltwing @daswenson now you're changing the metric. the point i weighed in on was your comparison betw… ,[],neutral
@poorboy1250 @divorceddadandy yeah don't worry the vaccine ain't shit it's just like a flu shot,"['worry', 'shit', 'like']",negative
"@blockchain_big @ctrlxcvb @angietheplumber btw, physicians for informed consent is a quack operation who are oppose… ",['quack'],negative
"@willitbennyhil1 @gt2andy @bigmamah1986 @avasantina 7 day average of 33???? good maths, genius. influenza / flu kil… ",['good'],positive
rt @jstor_daily: the 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,[],neutral
@schloemersays @carsonp619 eventually when everyone calms down over this we'll get some studies that show masking t… ,[],neutral
"@marlastromberg @hanjade87 @jvardon @tomhfh sorry but i'm afraid you've quoted me out of context, maybe i wasn't cl… ","['sorry', 'afraid']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@coach31b @xflnewshub we’ve already gone thru that already in 1916 (ironically no grey cup that year either due to… ,[],neutral
"@virtualaxiom i’ve gotten the flu for sure at least twice in my life. a couple days stunk, then i was back on my fe… ",[],neutral
"@ofissiaushu @ge_flu as vezes eu acho que essa página n é do fluminense, é cada informação, viu kkkkkkk",[],neutral
"@notpt0kes we gonna vax up for a 1/1,000,000 chance somebody dies from this virus? because man i got some bad news… ","['dies', 'bad']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
"rt @just4funsa: spent two nights up with the man flu coughing,  of course i am checking for abs...",[],neutral
"rt @news24: the agriculture, land reform and rural development department confirmed on tuesday that 300 birds had died of avian flu at a co…","['reform', 'died']",neutral
@fatemperor it's the comparison with bad flu........ care to make a scientific comparison?,['bad'],negative
rt @kambojsuraj857: oh uk🇬🇧?but why not @scottmorrisonmp following @borisjohnsonuk govt just stated that's corona is just only a common…,[],neutral
@revpdh @darciemacemaass @deirdrethompson @jamesmelville sad news. but could contracting flu have had the same outc… ,['sad'],negative
what’s up tho lmao why the celebs weren’t promoting the flu shot like this tho? ,['like'],positive
@persisterer @matthewamiller i think it is pathetic.it also shows how irrational fearful you are of something that… ,"['irrational', 'fearful']",negative
"rt @jhnhellstrom: health experts say preventive measures for covid-19 such as masks, social distancing, working from home and closing schoo…",[],neutral
"@nichraes @berniespofforth the main issue is, that with exception of flu, these these generally don’t kill people.… ","['issue', 'kill']",negative
@sassychickie it’s the new strain of flu.,['strain'],negative
when people tell me if ima get vaccinated i tell them ive never had the flu shot. fuck outta here,['fuck'],negative
flu de olho no duelo entre junior barranquilla-col e bolívar-bol - clique para ver também ☛   ,['clique'],negative
@apexworldnews in no way am i defending jt but 3rd wave &amp; 3rd lockdown are 2 different things? isn’t there always g… ,[],neutral
@hailstate_co @ajnnaptown @title_bu @outkick in april 2020 cv was supposedly 300x more deadly than the flu. now it’… ,['deadly'],negative
"rt @shooobz: lmaooo folks really got on here like ""i have never of a flu vaccine. i've heard about a flu shot. think about that, sheep!""h…",['like'],positive
@felipe_siqueira esquece o fluminense! quem foi eliminado foi o grêmio! fale dele! fale só do grêmio! quer falar do… ,[],neutral
"@cooperlogic_ would probably explain why i often get the flu even with the flu shot. but, highly uninterested in he… ",[],neutral
feb 2020 “it’s also more deadly than even your strenuous flu... this is deadly stuff” [trump in a private interview… ,"['deadly', 'strenuous']",negative
@likeuson @anshul__k it’s the flu re-classified. it’s that obvious.,[],neutral
new available appointments detected!provider: walmartlocation:walmart pflugerville supercenter1548 fm 685pflug… ,['available'],positive
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@respond2racism &amp; then never use spanish flu too bloody hypocritical wokes #wuhanvirus,"['bloody', 'hypocritical']",negative
after flu vaccine...??? ,[],neutral
@melanieblakeuk i would say not yet. right now the priority is getting it out to as many people as possible. in the… ,['right'],positive
"obat flu demam yg ampuh tuh apaya, udah dikasi obat alergi gue jg gamempan, dikasih paracetamol jugak aaaaaa sksuakajs ni kenapaaa",[],neutral
@rockytopotaku *flu not fly,[],neutral
i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i… ,['love'],positive
"@cheersdwayne got 1st yesterday--sore arm, &amp; that's it so far. i've heard exhaustion, too, but i'm not feeling it.… ",[],neutral
after vaccination: real world results. freedom from worry as the vaccines are better than flu vaccines. only 20% of… ,"['freedom', 'worry', 'better']",positive
sadly said on radio “the unemployment rate is still so high” yeah because people make more money to stay home than… ,['sadly'],negative
@dl_pannell vaccines that do not stop transmission or infection are doing what to stop hospital admissions?  they d… ,['infection'],negative
rt @universityofga: #committo fighting the flu: the @nih has awarded uga a contract to establish the center for influenza disease and emerg…,['awarded'],positive
@traversymedia @rickgladwin @prasoonpratham i had bad flu symptoms for about six hours. which makes sense if it’s m… ,"['bad', 'symptoms']",negative
"rt @jamescranworth: we are going to get a covid wave every winter now, as they have successfully branded seasonal flu as covid -and they…",['successfully'],positive
@anthonyonguitar @schifflz @bamreano @alexnotander_ studies also say that the flu shot isn’t deadly. that didn’t wo… ,[],neutral
@jimcramer sad part is they are doing the same thing with covid deaths. if you die they test you and if u have covi… ,"['sad', 'die']",negative
rt @jhonyffc: 2 times que não liberaram jogador pro fluminense foram eliminados de uma competição.outro time que também não liberou jogad…,[],neutral
"rt @hepatitismag: #hepbasics be sure you are up to date on all #immunizations. in addition to the recommended vaccines for adults, flu shot…",['recommended'],positive
"@maryryder013 @stockwell_day ""until there is something that kills off this killer..."" i wouldn't call a virus a ""ki… ","['kills', 'virus']",negative
"@matthewamiller i got mine, but only because i have asthma. euphoria isn’t exactly what i felt from getting an amped up flu shot.",['euphoria'],positive
@jamesstrange716 i hope it continues post pandemic during flu season and whatnot. i’m here for it haha 🤷🏿‍♂️,[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
flu faz isso comigo desde 2012 ,[],neutral
@nataliegum1 @chrisssalazar83 @piscesrach6 @weatherjunkie85 @starfleet1983 @justadreamof @velmawarner19 @anihelen… ,[],neutral
@monawrldcitizen @jmclennan8 ,[],neutral
rt @johnsteppling: why are people announcing they got vaccinated? i mean if you want a shot for this virus ...allegedly....fine. do it. get…,['virus'],negative
@novamoose @scott_riemen @evelewi65296271 @repthomasmassie i've had the actual flu twice in my life and i'm 48.i d… ,[],neutral
kirpiğime bakım yağı sürdüm her yer flu ben elendim dostlar,[],neutral
rt @jstor_daily: the 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,[],neutral
@danbalitewicz @bioturbonick @notdred @qjurecic we’re above the flu % already for 18+ with one dose. i’m hopeful,['hopeful'],positive
"@cruzeiro @luix_7 roubando as paradas do flu, aí é foda hem",[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
rt @absteward: moderna announces clinical progress from its leading mrna vaccines1st interim analysis of p. 1 rsv vaccine candidateinteri…,"['progress', 'leading']",positive
rt @dkthomp: it's quite possible that almost all respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,[],neutral
"@macedonian069 @eunlinda many ppl have reactions from their flu short, but it is a sign that the vaccine is doing i… ",[],neutral
"@badcovid19takes if it killed less americans than the flu, that would make them not look like fools. it would have… ","['killed', 'like']",neutral
"learn from it @myogioffice @myogiadityanath @narendramodi #wea""wear a mask, or go to jail"" (1918 spanish flu). cour… ",[],neutral
@_flu_s ない！！！！,[],neutral
"@nancyhaven @realsb4feelings @dontbetyet no it doesn't. if the figures are correct, 25% of 127k is 31,750 leaving 9… ",[],neutral
"get in touch! assay development scientist – flu immunology, from £35000 - to £55000 - #jobhaywardsheath. ",[],neutral
"rt @dreahumphrey: will we go into a tyrannical lockdown until cases drop from our flu season ending, so our pho can say “see, we told you o…",['tyrannical'],negative
rt @roberteritz: fun fact. a friend has suspicious symptoms (flu like) resembling covid. after calling 119 (covid hotline for mongolia) we…,"['fun', 'suspicious', 'symptoms']",negative
"@news24 @nickymccain china city? how boring. what about kung flu dojo, covid central, slant eye alley or dog meat town",[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@musicbyscott @hopestill17 regardless if true (which i believe is) is a great explainer for the most simple minded… ,['great'],positive
"rt @kavitapmd: incredible news for @moderna_tx on heels of covid-19 vax success- filing for full approval with fda soon, phase 1 for rsv va…","['incredible', 'approval']",positive
이거 윤도운 ,[],neutral
rt @dkthomp: it's quite possible that almost all respiratory viruses mostly spread through the air—including rhinovirus (lots of common col…,[],neutral
@rockytopotaku this is honestly why i just stopped getting fly shots in general. last one i got was in 2014 and i g… ,[],neutral
@maj_gautamvijay @iamgmishra yes coz bat virus and fish market virus from wuhan enter human body that we call coron… ,['virus'],negative
"rt @albertaleonidas: with no flu in alberta anymore, if you were sick in past year, it had to have been covid and you are now immune.i do…",['sick'],negative
"@ambergambler_ nope, it's fine. i think a lot of it is in people's minds because they are expecting it. husband and… ",[],neutral
rt @canarm2011: makes me wonder what canada would be like in a real national crisis. never mind the zombie apocalypse we're at war over a b…,"['wonder', 'like', 'zombie', 'apocalypse']",neutral
rt @adinski: @grahamcracka07 @habdomination @paulmitchell_ab how many flu cases do not get reported year after year? i never went to the do…,[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
"rt @carlosbolsonaro: hoje existem aparelhos tecnológicos capazes de recuperar mensagens apagadas, conforme todos estamos vendo. mas os celu…",[],neutral
@nfl quit making everything about stupid covid.....it’s the flu gosh!,['stupid'],negative
the use of patient access for professionals enabled the green light pharmacy group to grow the number of flu jabs g… ,['patient'],positive
we barely had a flu season because ofsocial distancingandmasksthank u,[],neutral
people have been saying “you might have some flu-like symptoms for a day or so” about the effects of the pfizer vac… ,['symptoms'],negative
new available appointments detected!provider: walmartlocation:walmart san antonio supercenter12639 blanco rdsa… ,['available'],positive
"@lachynadoll113 yea, i ain’t even gon lie, it’s like a flu swab. but it’s over quick.",['like'],positive
so my brother experienced mild flu with corona. the kid now thinks corona is not that serious...🤦🏽‍♀️,[],neutral
@khaneliegohar allah sehet derka... take rest and precautions... sometimes this new strain doesn’t show in pcr plus… ,['strain'],negative
"rt @tintu_indragiri: @ginnianeja11 ginniji, the most imp thing is ,we can only see one thing that is spreading faster than the flu, it's ""f…",['faster'],positive
"rt @kavitapmd: incredible news for @moderna_tx on heels of covid-19 vax success- filing for full approval with fda soon, phase 1 for rsv va…","['incredible', 'approval']",positive
dari seminggu lalu makan banyak. minggu lalu “oh gaapa kan tumben michael dateng ke bali” trus pas mike udah pulang… ,[],neutral
@laurarbelin @lltwing @daswenson now you're changing the metric. the point i weighed in on was your comparison betw… ,[],neutral
@poorboy1250 @divorceddadandy yeah don't worry the vaccine ain't shit it's just like a flu shot,"['worry', 'shit', 'like']",negative
"@blockchain_big @ctrlxcvb @angietheplumber btw, physicians for informed consent is a quack operation who are oppose… ",['quack'],negative
"@willitbennyhil1 @gt2andy @bigmamah1986 @avasantina 7 day average of 33???? good maths, genius. influenza / flu kil… ",['good'],positive
rt @jstor_daily: the 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,[],neutral
@schloemersays @carsonp619 eventually when everyone calms down over this we'll get some studies that show masking t… ,[],neutral
"@marlastromberg @hanjade87 @jvardon @tomhfh sorry but i'm afraid you've quoted me out of context, maybe i wasn't cl… ","['sorry', 'afraid']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@coach31b @xflnewshub we’ve already gone thru that already in 1916 (ironically no grey cup that year either due to… ,[],neutral
"@virtualaxiom i’ve gotten the flu for sure at least twice in my life. a couple days stunk, then i was back on my fe… ",[],neutral
"@ofissiaushu @ge_flu as vezes eu acho que essa página n é do fluminense, é cada informação, viu kkkkkkk",[],neutral
"@notpt0kes we gonna vax up for a 1/1,000,000 chance somebody dies from this virus? because man i got some bad news… ","['dies', 'bad']",negative
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
"rt @just4funsa: spent two nights up with the man flu coughing,  of course i am checking for abs...",[],neutral
"rt @news24: the agriculture, land reform and rural development department confirmed on tuesday that 300 birds had died of avian flu at a co…","['reform', 'died']",neutral
@fatemperor it's the comparison with bad flu........ care to make a scientific comparison?,['bad'],negative
rt @kambojsuraj857: oh uk🇬🇧?but why not @scottmorrisonmp following @borisjohnsonuk govt just stated that's corona is just only a common…,[],neutral
@revpdh @darciemacemaass @deirdrethompson @jamesmelville sad news. but could contracting flu have had the same outc… ,['sad'],negative
what’s up tho lmao why the celebs weren’t promoting the flu shot like this tho? ,['like'],positive
@persisterer @matthewamiller i think it is pathetic.it also shows how irrational fearful you are of something that… ,"['irrational', 'fearful']",negative
"rt @jhnhellstrom: health experts say preventive measures for covid-19 such as masks, social distancing, working from home and closing schoo…",[],neutral
"@nichraes @berniespofforth the main issue is, that with exception of flu, these these generally don’t kill people.… ","['issue', 'kill']",negative
@sassychickie it’s the new strain of flu.,['strain'],negative
when people tell me if ima get vaccinated i tell them ive never had the flu shot. fuck outta here,['fuck'],negative
flu de olho no duelo entre junior barranquilla-col e bolívar-bol - clique para ver também ☛   ,['clique'],negative
@apexworldnews in no way am i defending jt but 3rd wave &amp; 3rd lockdown are 2 different things? isn’t there always g… ,[],neutral
@hailstate_co @ajnnaptown @title_bu @outkick in april 2020 cv was supposedly 300x more deadly than the flu. now it’… ,['deadly'],negative
"rt @shooobz: lmaooo folks really got on here like ""i have never of a flu vaccine. i've heard about a flu shot. think about that, sheep!""h…",['like'],positive
@felipe_siqueira esquece o fluminense! quem foi eliminado foi o grêmio! fale dele! fale só do grêmio! quer falar do… ,[],neutral
"@cooperlogic_ would probably explain why i often get the flu even with the flu shot. but, highly uninterested in he… ",[],neutral
feb 2020 “it’s also more deadly than even your strenuous flu... this is deadly stuff” [trump in a private interview… ,"['deadly', 'strenuous']",negative
@likeuson @anshul__k it’s the flu re-classified. it’s that obvious.,[],neutral
new available appointments detected!provider: walmartlocation:walmart pflugerville supercenter1548 fm 685pflug… ,['available'],positive
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
@respond2racism &amp; then never use spanish flu too bloody hypocritical wokes #wuhanvirus,"['bloody', 'hypocritical']",negative
after flu vaccine...??? ,[],neutral
@melanieblakeuk i would say not yet. right now the priority is getting it out to as many people as possible. in the… ,['right'],positive
"obat flu demam yg ampuh tuh apaya, udah dikasi obat alergi gue jg gamempan, dikasih paracetamol jugak aaaaaa sksuakajs ni kenapaaa",[],neutral
@rockytopotaku *flu not fly,[],neutral
i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i love big flundus i… ,['love'],positive
"@cheersdwayne got 1st yesterday--sore arm, &amp; that's it so far. i've heard exhaustion, too, but i'm not feeling it.… ",[],neutral
after vaccination: real world results. freedom from worry as the vaccines are better than flu vaccines. only 20% of… ,"['freedom', 'worry', 'better']",positive
sadly said on radio “the unemployment rate is still so high” yeah because people make more money to stay home than… ,['sadly'],negative
@dl_pannell vaccines that do not stop transmission or infection are doing what to stop hospital admissions?  they d… ,['infection'],negative
rt @universityofga: #committo fighting the flu: the @nih has awarded uga a contract to establish the center for influenza disease and emerg…,['awarded'],positive
@traversymedia @rickgladwin @prasoonpratham i had bad flu symptoms for about six hours. which makes sense if it’s m… ,"['bad', 'symptoms']",negative
"rt @jamescranworth: we are going to get a covid wave every winter now, as they have successfully branded seasonal flu as covid -and they…",['successfully'],positive
@anthonyonguitar @schifflz @bamreano @alexnotander_ studies also say that the flu shot isn’t deadly. that didn’t wo… ,[],neutral
@jimcramer sad part is they are doing the same thing with covid deaths. if you die they test you and if u have covi… ,"['sad', 'die']",negative
rt @jhonyffc: 2 times que não liberaram jogador pro fluminense foram eliminados de uma competição.outro time que também não liberou jogad…,[],neutral
"rt @hepatitismag: #hepbasics be sure you are up to date on all #immunizations. in addition to the recommended vaccines for adults, flu shot…",['recommended'],positive
"@maryryder013 @stockwell_day ""until there is something that kills off this killer..."" i wouldn't call a virus a ""ki… ","['kills', 'virus']",negative
"@matthewamiller i got mine, but only because i have asthma. euphoria isn’t exactly what i felt from getting an amped up flu shot.",['euphoria'],positive
@jamesstrange716 i hope it continues post pandemic during flu season and whatnot. i’m here for it haha 🤷🏿‍♂️,[],neutral
"rt @iearnhistory: ""wear a mask, or go to jail"" (1918 spanish flu) ",[],neutral
flu faz isso comigo desde 2012 ,[],neutral
@nataliegum1 @chrisssalazar83 @piscesrach6 @weatherjunkie85 @starfleet1983 @justadreamof @velmawarner19 @anihelen… ,[],neutral
@monawrldcitizen @jmclennan8 ,[],neutral
rt @johnsteppling: why are people announcing they got vaccinated? i mean if you want a shot for this virus ...allegedly....fine. do it. get…,['virus'],negative
@novamoose @scott_riemen @evelewi65296271 @repthomasmassie i've had the actual flu twice in my life and i'm 48.i d… ,[],neutral
kirpiğime bakım yağı sürdüm her yer flu ben elendim dostlar,[],neutral
rt @jstor_daily: the 1918 flu pandemic was the first in which libraries were central to disseminating public health information. #libraries…,[],neutral
